public_isolate_id,dataset,cluster,posterior_probability,assigned
EC00001,Indicator,I-FQ,0,FALSE
EC00001,Indicator,I-LowR,0.9960472403517876,TRUE
EC00001,Indicator,I-MDR,8.636369485758122e-5,FALSE
EC00001,Indicator,I-MDR+FQ,0,FALSE
EC00001,Indicator,I-TriR,0.00386639595335505,FALSE
EC00002,3GCR,3G-FQ,0.0068440261734736,FALSE
EC00002,3GCR,3G-LowR,1.451591958233737e-20,FALSE
EC00002,3GCR,3G-MDR,0.00104809788841205,FALSE
EC00002,3GCR,3G-MDR+FQ,0.9921078759381144,TRUE
EC00003,3GCR,3G-FQ,0.0068440261734736,FALSE
EC00003,3GCR,3G-LowR,1.451591958233737e-20,FALSE
EC00003,3GCR,3G-MDR,0.00104809788841205,FALSE
EC00003,3GCR,3G-MDR+FQ,0.9921078759381144,TRUE
EC00004,3GCR,3G-FQ,0.9728507612273848,TRUE
EC00004,3GCR,3G-LowR,1.0830346098498288e-4,FALSE
EC00004,3GCR,3G-MDR,9.020462833931589e-5,FALSE
EC00004,3GCR,3G-MDR+FQ,0.02695073068329047,FALSE
EC00005,3GCR,3G-FQ,1.443122729997003e-4,FALSE
EC00005,3GCR,3G-LowR,9.623498467970171e-24,FALSE
EC00005,3GCR,3G-MDR,2.368539598399082e-4,FALSE
EC00005,3GCR,3G-MDR+FQ,0.9996188337671604,TRUE
EC00006,3GCR,3G-FQ,9.543408077406803e-11,FALSE
EC00006,3GCR,3G-LowR,1.338938705248491e-13,FALSE
EC00006,3GCR,3G-MDR,0.6516058957825273,TRUE
EC00006,3GCR,3G-MDR+FQ,0.34839410412190447,FALSE
EC00007,3GCR,3G-FQ,0.1960537052525073,FALSE
EC00007,3GCR,3G-LowR,2.8456685202626195e-15,FALSE
EC00007,3GCR,3G-MDR,7.885601065916579e-4,FALSE
EC00007,3GCR,3G-MDR+FQ,0.8031577346408983,TRUE
EC00008,Indicator,I-FQ,6.744380288521769e-5,FALSE
EC00008,Indicator,I-LowR,2.1612379777303715e-183,FALSE
EC00008,Indicator,I-MDR,6.309394958284783e-5,FALSE
EC00008,Indicator,I-MDR+FQ,0.9998694622475324,TRUE
EC00008,Indicator,I-TriR,9.98668315403862e-111,FALSE
EC00009,Indicator,I-FQ,0,FALSE
EC00009,Indicator,I-LowR,0.08452775702359588,FALSE
EC00009,Indicator,I-MDR,0.01687001190002929,FALSE
EC00009,Indicator,I-MDR+FQ,0,FALSE
EC00009,Indicator,I-TriR,0.8986022310763748,TRUE
EC00010,Indicator,I-FQ,0,FALSE
EC00010,Indicator,I-LowR,0.00398596318311918,FALSE
EC00010,Indicator,I-MDR,0.11554790057243387,FALSE
EC00010,Indicator,I-MDR+FQ,0,FALSE
EC00010,Indicator,I-TriR,0.8804661362444468,TRUE
EC00011,3GCR,3G-FQ,0.0068440261734736,FALSE
EC00011,3GCR,3G-LowR,1.451591958233737e-20,FALSE
EC00011,3GCR,3G-MDR,0.00104809788841205,FALSE
EC00011,3GCR,3G-MDR+FQ,0.9921078759381144,TRUE
EC00012,Indicator,I-FQ,0,FALSE
EC00012,Indicator,I-LowR,0.08452775702359588,FALSE
EC00012,Indicator,I-MDR,0.01687001190002929,FALSE
EC00012,Indicator,I-MDR+FQ,0,FALSE
EC00012,Indicator,I-TriR,0.8986022310763748,TRUE
EC00013,Indicator,I-FQ,0,FALSE
EC00013,Indicator,I-LowR,3.0796817560778824e-19,FALSE
EC00013,Indicator,I-MDR,0.9997970884593456,TRUE
EC00013,Indicator,I-MDR+FQ,0,FALSE
EC00013,Indicator,I-TriR,2.029115406544249e-4,FALSE
EC00014,3GCR,3G-FQ,6.569177279935461e-4,FALSE
EC00014,3GCR,3G-LowR,9.014579102136598e-23,FALSE
EC00014,3GCR,3G-MDR,5.615480595835671e-4,FALSE
EC00014,3GCR,3G-MDR+FQ,0.9987815342124232,TRUE
EC00015,3GCR,3G-FQ,7.770221251722767e-22,FALSE
EC00015,3GCR,3G-LowR,1.8167270794414753e-13,FALSE
EC00015,3GCR,3G-MDR,0.9995137435268762,TRUE
EC00015,3GCR,3G-MDR+FQ,4.8625647294252614e-4,FALSE
EC00016,3GCR,3G-FQ,0.9719178114261844,TRUE
EC00016,3GCR,3G-LowR,8.627487996975048e-4,FALSE
EC00016,3GCR,3G-MDR,1.496990297368397e-4,FALSE
EC00016,3GCR,3G-MDR+FQ,0.027069740744381,FALSE
EC00017,Indicator,I-FQ,0,FALSE
EC00017,Indicator,I-LowR,3.0571719303780475e-20,FALSE
EC00017,Indicator,I-MDR,0.9999723069445524,TRUE
EC00017,Indicator,I-MDR+FQ,0,FALSE
EC00017,Indicator,I-TriR,2.769305544774423e-5,FALSE
EC00018,Indicator,I-FQ,0,FALSE
EC00018,Indicator,I-LowR,0.9147037111560014,TRUE
EC00018,Indicator,I-MDR,0.01151978704924141,FALSE
EC00018,Indicator,I-MDR+FQ,0,FALSE
EC00018,Indicator,I-TriR,0.07377650179475714,FALSE
EC00019,3GCR,3G-FQ,1.8924924656344476e-22,FALSE
EC00019,3GCR,3G-LowR,1.2532964514089295e-17,FALSE
EC00019,3GCR,3G-MDR,0.9996025842333992,TRUE
EC00019,3GCR,3G-MDR+FQ,3.974157666006198e-4,FALSE
EC00020,3GCR,3G-FQ,1.443122729997003e-4,FALSE
EC00020,3GCR,3G-LowR,9.623498467970171e-24,FALSE
EC00020,3GCR,3G-MDR,2.368539598399082e-4,FALSE
EC00020,3GCR,3G-MDR+FQ,0.9996188337671604,TRUE
EC00021,Indicator,I-FQ,0.02194519838361394,FALSE
EC00021,Indicator,I-LowR,0.9632751720215836,TRUE
EC00021,Indicator,I-MDR,8.771863423291378e-5,FALSE
EC00021,Indicator,I-MDR+FQ,3.0251638424035813e-6,FALSE
EC00021,Indicator,I-TriR,0.01468888579672739,FALSE
EC00022,Indicator,I-FQ,0,FALSE
EC00022,Indicator,I-LowR,8.343318617057239e-20,FALSE
EC00022,Indicator,I-MDR,0.9996070412591488,TRUE
EC00022,Indicator,I-MDR+FQ,0,FALSE
EC00022,Indicator,I-TriR,3.9295874085126906e-4,FALSE
EC00023,3GCR,3G-FQ,5.079469106843439e-9,FALSE
EC00023,3GCR,3G-LowR,0.8448134156883861,TRUE
EC00023,3GCR,3G-MDR,0.1432309656880538,FALSE
EC00023,3GCR,3G-MDR+FQ,0.01195561354409057,FALSE
EC00024,3GCR,3G-FQ,5.079469106843439e-9,FALSE
EC00024,3GCR,3G-LowR,0.8448134156883861,TRUE
EC00024,3GCR,3G-MDR,0.1432309656880538,FALSE
EC00024,3GCR,3G-MDR+FQ,0.01195561354409057,FALSE
EC00025,3GCR,3G-FQ,3.1396051818950276e-5,FALSE
EC00025,3GCR,3G-LowR,3.140459449490293e-24,FALSE
EC00025,3GCR,3G-MDR,9.403586359346768e-5,FALSE
EC00025,3GCR,3G-MDR+FQ,0.999874568084588,TRUE
EC00026,Indicator,I-FQ,2.661733086945154e-5,FALSE
EC00026,Indicator,I-LowR,4.779102367905008e-183,FALSE
EC00026,Indicator,I-MDR,6.109616651299292e-4,FALSE
EC00026,Indicator,I-MDR+FQ,0.9993612623358988,TRUE
EC00026,Indicator,I-TriR,1.1586681015831788e-6,FALSE
EC00027,3GCR,3G-FQ,0.0068440261734736,FALSE
EC00027,3GCR,3G-LowR,1.451591958233737e-20,FALSE
EC00027,3GCR,3G-MDR,0.00104809788841205,FALSE
EC00027,3GCR,3G-MDR+FQ,0.9921078759381144,TRUE
EC00028,Indicator,I-FQ,0,FALSE
EC00028,Indicator,I-LowR,5.746089255501813e-22,FALSE
EC00028,Indicator,I-MDR,0.999943766939728,TRUE
EC00028,Indicator,I-MDR+FQ,0,FALSE
EC00028,Indicator,I-TriR,5.62330602719676e-5,FALSE
EC00029,Indicator,I-FQ,0.0074215614310585,FALSE
EC00029,Indicator,I-LowR,4.161727818005996e-17,FALSE
EC00029,Indicator,I-MDR,0.9769159165386196,TRUE
EC00029,Indicator,I-MDR+FQ,0.01047839718883417,FALSE
EC00029,Indicator,I-TriR,0.00518412484148786,FALSE
EC00030,3GCR,3G-FQ,0.9956405536936902,TRUE
EC00030,3GCR,3G-LowR,0.0017131567822756,FALSE
EC00030,3GCR,3G-MDR,1.653862544187506e-5,FALSE
EC00030,3GCR,3G-MDR+FQ,0.0026297508985926,FALSE
EC00031,3GCR,3G-FQ,6.569177279935461e-4,FALSE
EC00031,3GCR,3G-LowR,9.014579102136598e-23,FALSE
EC00031,3GCR,3G-MDR,5.615480595835671e-4,FALSE
EC00031,3GCR,3G-MDR+FQ,0.9987815342124232,TRUE
EC00032,3GCR,3G-FQ,6.569177279935461e-4,FALSE
EC00032,3GCR,3G-LowR,9.014579102136598e-23,FALSE
EC00032,3GCR,3G-MDR,5.615480595835671e-4,FALSE
EC00032,3GCR,3G-MDR+FQ,0.9987815342124232,TRUE
EC00033,3GCR,3G-FQ,0.9956405536936902,TRUE
EC00033,3GCR,3G-LowR,0.0017131567822756,FALSE
EC00033,3GCR,3G-MDR,1.653862544187506e-5,FALSE
EC00033,3GCR,3G-MDR+FQ,0.0026297508985926,FALSE
EC00034,3GCR,3G-FQ,3.027593960119298e-20,FALSE
EC00034,3GCR,3G-LowR,0.839149252084172,TRUE
EC00034,3GCR,3G-MDR,0.16083853228544412,FALSE
EC00034,3GCR,3G-MDR+FQ,1.221563038361004e-5,FALSE
EC00035,3GCR,3G-FQ,1.443122729997003e-4,FALSE
EC00035,3GCR,3G-LowR,9.623498467970171e-24,FALSE
EC00035,3GCR,3G-MDR,2.368539598399082e-4,FALSE
EC00035,3GCR,3G-MDR+FQ,0.9996188337671604,TRUE
EC00036,Indicator,I-FQ,0.02194519838361394,FALSE
EC00036,Indicator,I-LowR,0.9632751720215836,TRUE
EC00036,Indicator,I-MDR,8.771863423291378e-5,FALSE
EC00036,Indicator,I-MDR+FQ,3.0251638424035813e-6,FALSE
EC00036,Indicator,I-TriR,0.01468888579672739,FALSE
EC00037,Indicator,I-FQ,0.9970144357369032,TRUE
EC00037,Indicator,I-LowR,5.110278172949271e-53,FALSE
EC00037,Indicator,I-MDR,1.8711407118525763e-6,FALSE
EC00037,Indicator,I-MDR+FQ,5.980391286667505e-4,FALSE
EC00037,Indicator,I-TriR,0.00238565399371799,FALSE
EC00038,Indicator,I-FQ,0,FALSE
EC00038,Indicator,I-LowR,3.0796817560778824e-19,FALSE
EC00038,Indicator,I-MDR,0.9997970884593456,TRUE
EC00038,Indicator,I-MDR+FQ,0,FALSE
EC00038,Indicator,I-TriR,2.029115406544249e-4,FALSE
EC00039,3GCR,3G-FQ,0.00149754716245457,FALSE
EC00039,3GCR,3G-LowR,4.76433004058882e-21,FALSE
EC00039,3GCR,3G-MDR,4.1851573437297167e-4,FALSE
EC00039,3GCR,3G-MDR+FQ,0.9980839371031724,TRUE
EC00040,3GCR,3G-FQ,0.7733707289882695,TRUE
EC00040,3GCR,3G-LowR,4.441647953303711e-5,FALSE
EC00040,3GCR,3G-MDR,6.649101145371703e-4,FALSE
EC00040,3GCR,3G-MDR+FQ,0.22591994441766075,FALSE
EC00041,Indicator,I-FQ,2.1420182256081795e-4,FALSE
EC00041,Indicator,I-LowR,2.8822358707021896e-19,FALSE
EC00041,Indicator,I-MDR,0.9827108769988055,TRUE
EC00041,Indicator,I-MDR+FQ,0.01632891482984107,FALSE
EC00041,Indicator,I-TriR,7.460063487926307e-4,FALSE
EC00042,3GCR,3G-FQ,3.508975453568944e-12,FALSE
EC00042,3GCR,3G-LowR,9.02199242083756e-20,FALSE
EC00042,3GCR,3G-MDR,0.5491429737900595,TRUE
EC00042,3GCR,3G-MDR+FQ,0.4508570262064316,FALSE
EC00043,Indicator,I-FQ,0.02230025648677868,FALSE
EC00043,Indicator,I-LowR,0.02274552530951005,FALSE
EC00043,Indicator,I-MDR,0.00476762657692006,FALSE
EC00043,Indicator,I-MDR+FQ,2.902490734066857e-4,FALSE
EC00043,Indicator,I-TriR,0.9498963425533848,TRUE
EC00044,Indicator,I-FQ,0.02230025648677868,FALSE
EC00044,Indicator,I-LowR,0.02274552530951005,FALSE
EC00044,Indicator,I-MDR,0.00476762657692006,FALSE
EC00044,Indicator,I-MDR+FQ,2.902490734066857e-4,FALSE
EC00044,Indicator,I-TriR,0.9498963425533848,TRUE
EC00045,3GCR,3G-FQ,0.02260614495089722,FALSE
EC00045,3GCR,3G-LowR,1.6927625932953091e-16,FALSE
EC00045,3GCR,3G-MDR,8.430995667504182e-4,FALSE
EC00045,3GCR,3G-MDR+FQ,0.9765507554823522,TRUE
EC00046,3GCR,3G-FQ,0.1960537052525073,FALSE
EC00046,3GCR,3G-LowR,2.8456685202626195e-15,FALSE
EC00046,3GCR,3G-MDR,7.885601065916579e-4,FALSE
EC00046,3GCR,3G-MDR+FQ,0.8031577346408983,TRUE
EC00047,3GCR,3G-FQ,0.02260614495089722,FALSE
EC00047,3GCR,3G-LowR,1.6927625932953091e-16,FALSE
EC00047,3GCR,3G-MDR,8.430995667504182e-4,FALSE
EC00047,3GCR,3G-MDR+FQ,0.9765507554823522,TRUE
EC00048,3GCR,3G-FQ,4.338283714582682e-21,FALSE
EC00048,3GCR,3G-LowR,1.5677350752750448e-11,FALSE
EC00048,3GCR,3G-MDR,0.9997411562395148,TRUE
EC00048,3GCR,3G-MDR+FQ,2.5884374480740713e-4,FALSE
EC00049,3GCR,3G-FQ,3.389196193701257e-23,FALSE
EC00049,3GCR,3G-LowR,1.4521716059291724e-19,FALSE
EC00049,3GCR,3G-MDR,0.9992535169854736,TRUE
EC00049,3GCR,3G-MDR+FQ,7.46483014526419e-4,FALSE
EC00050,3GCR,3G-FQ,0.0068440261734736,FALSE
EC00050,3GCR,3G-LowR,1.451591958233737e-20,FALSE
EC00050,3GCR,3G-MDR,0.00104809788841205,FALSE
EC00050,3GCR,3G-MDR+FQ,0.9921078759381144,TRUE
EC00051,3GCR,3G-FQ,0.02260614495089722,FALSE
EC00051,3GCR,3G-LowR,1.6927625932953091e-16,FALSE
EC00051,3GCR,3G-MDR,8.430995667504182e-4,FALSE
EC00051,3GCR,3G-MDR+FQ,0.9765507554823522,TRUE
EC00052,Indicator,I-FQ,0.9753112064970144,TRUE
EC00052,Indicator,I-LowR,3.68320593496096e-54,FALSE
EC00052,Indicator,I-MDR,7.175018235226847e-6,FALSE
EC00052,Indicator,I-MDR+FQ,0.00610540234770249,FALSE
EC00052,Indicator,I-TriR,0.01857621613704786,FALSE
EC00053,Indicator,I-FQ,0,FALSE
EC00053,Indicator,I-LowR,3.0796817560778824e-19,FALSE
EC00053,Indicator,I-MDR,0.9997970884593456,TRUE
EC00053,Indicator,I-MDR+FQ,0,FALSE
EC00053,Indicator,I-TriR,2.029115406544249e-4,FALSE
EC00054,Indicator,I-FQ,0.00288940174626076,FALSE
EC00054,Indicator,I-LowR,1.2327605360479887e-17,FALSE
EC00054,Indicator,I-MDR,0.971505584330389,TRUE
EC00054,Indicator,I-MDR+FQ,0.02434632528924775,FALSE
EC00054,Indicator,I-TriR,0.0012586886341025,FALSE
EC00055,3GCR,3G-FQ,0.00149754716245457,FALSE
EC00055,3GCR,3G-LowR,4.76433004058882e-21,FALSE
EC00055,3GCR,3G-MDR,4.1851573437297167e-4,FALSE
EC00055,3GCR,3G-MDR+FQ,0.9980839371031724,TRUE
EC00056,3GCR,3G-FQ,3.070736805558292e-9,FALSE
EC00056,3GCR,3G-LowR,0.9899762655894594,TRUE
EC00056,3GCR,3G-MDR,0.00933831631743807,FALSE
EC00056,3GCR,3G-MDR+FQ,6.85415022365414e-4,FALSE
EC00057,3GCR,3G-FQ,0.19510892436747815,FALSE
EC00057,3GCR,3G-LowR,2.2581100316992295e-14,FALSE
EC00057,3GCR,3G-MDR,0.00130359812873891,FALSE
EC00057,3GCR,3G-MDR+FQ,0.8035874775037601,TRUE
EC00058,Indicator,I-FQ,0.8271245581533909,TRUE
EC00058,Indicator,I-LowR,9.851202990069449e-55,FALSE
EC00058,Indicator,I-MDR,8.302634911962076e-5,FALSE
EC00058,Indicator,I-MDR+FQ,0.04684364308637337,FALSE
EC00058,Indicator,I-TriR,0.12594877241111613,FALSE
EC00059,3GCR,3G-FQ,0.35960475621762034,FALSE
EC00059,3GCR,3G-LowR,3.920381623861283e-14,FALSE
EC00059,3GCR,3G-MDR,4.975088887730769e-4,FALSE
EC00059,3GCR,3G-MDR+FQ,0.6398977348935677,TRUE
EC00060,3GCR,3G-FQ,3.1396051818950276e-5,FALSE
EC00060,3GCR,3G-LowR,3.140459449490293e-24,FALSE
EC00060,3GCR,3G-MDR,9.403586359346768e-5,FALSE
EC00060,3GCR,3G-MDR+FQ,0.999874568084588,TRUE
EC00061,Indicator,I-FQ,7.656416393258889e-5,FALSE
EC00061,Indicator,I-LowR,6.433942167288016e-75,FALSE
EC00061,Indicator,I-MDR,0.0047281472342804,FALSE
EC00061,Indicator,I-MDR+FQ,0.995187716210844,TRUE
EC00061,Indicator,I-TriR,7.5723909430172045e-6,FALSE
EC00062,3GCR,3G-FQ,1.443122729997003e-4,FALSE
EC00062,3GCR,3G-LowR,9.623498467970171e-24,FALSE
EC00062,3GCR,3G-MDR,2.368539598399082e-4,FALSE
EC00062,3GCR,3G-MDR+FQ,0.9996188337671604,TRUE
EC00063,3GCR,3G-FQ,5.079469106843439e-9,FALSE
EC00063,3GCR,3G-LowR,0.8448134156883861,TRUE
EC00063,3GCR,3G-MDR,0.1432309656880538,FALSE
EC00063,3GCR,3G-MDR+FQ,0.01195561354409057,FALSE
EC00064,Indicator,I-FQ,0.8316890208482347,TRUE
EC00064,Indicator,I-LowR,5.575625502466325e-56,FALSE
EC00064,Indicator,I-MDR,4.6426658909248255e-5,FALSE
EC00064,Indicator,I-MDR+FQ,0.16826455249285618,FALSE
EC00064,Indicator,I-TriR,3.44411502104505e-105,FALSE
EC00065,Indicator,I-FQ,0,FALSE
EC00065,Indicator,I-LowR,4.495144124519716e-109,FALSE
EC00065,Indicator,I-MDR,0.01560678521954229,FALSE
EC00065,Indicator,I-MDR+FQ,0,FALSE
EC00065,Indicator,I-TriR,0.984393214780458,TRUE
EC00066,Indicator,I-FQ,0.9742145881836314,TRUE
EC00066,Indicator,I-LowR,7.860816122705717e-162,FALSE
EC00066,Indicator,I-MDR,2.663903165189738e-6,FALSE
EC00066,Indicator,I-MDR+FQ,0.0176158761843917,FALSE
EC00066,Indicator,I-TriR,0.00816687172881234,FALSE
EC00067,Indicator,I-FQ,0,FALSE
EC00067,Indicator,I-LowR,0.9960472403517876,TRUE
EC00067,Indicator,I-MDR,8.636369485758122e-5,FALSE
EC00067,Indicator,I-MDR+FQ,0,FALSE
EC00067,Indicator,I-TriR,0.00386639595335505,FALSE
EC00068,3GCR,3G-FQ,3.508975453568944e-12,FALSE
EC00068,3GCR,3G-LowR,9.02199242083756e-20,FALSE
EC00068,3GCR,3G-MDR,0.5491429737900595,TRUE
EC00068,3GCR,3G-MDR+FQ,0.4508570262064316,FALSE
EC00069,3GCR,3G-FQ,3.1396051818950276e-5,FALSE
EC00069,3GCR,3G-LowR,3.140459449490293e-24,FALSE
EC00069,3GCR,3G-MDR,9.403586359346768e-5,FALSE
EC00069,3GCR,3G-MDR+FQ,0.999874568084588,TRUE
EC00070,Indicator,I-FQ,0,FALSE
EC00070,Indicator,I-LowR,0.9960472403517876,TRUE
EC00070,Indicator,I-MDR,8.636369485758122e-5,FALSE
EC00070,Indicator,I-MDR+FQ,0,FALSE
EC00070,Indicator,I-TriR,0.00386639595335505,FALSE
EC00071,3GCR,3G-FQ,0.19510892436747815,FALSE
EC00071,3GCR,3G-LowR,2.2581100316992295e-14,FALSE
EC00071,3GCR,3G-MDR,0.00130359812873891,FALSE
EC00071,3GCR,3G-MDR+FQ,0.8035874775037601,TRUE
EC00072,3GCR,3G-FQ,0.9956405536936902,TRUE
EC00072,3GCR,3G-LowR,0.0017131567822756,FALSE
EC00072,3GCR,3G-MDR,1.653862544187506e-5,FALSE
EC00072,3GCR,3G-MDR+FQ,0.0026297508985926,FALSE
EC00073,Indicator,I-FQ,0,FALSE
EC00073,Indicator,I-LowR,0.27859160683668965,FALSE
EC00073,Indicator,I-MDR,0.15179648106838353,FALSE
EC00073,Indicator,I-MDR+FQ,0,FALSE
EC00073,Indicator,I-TriR,0.5696119120949265,TRUE
EC00074,Indicator,I-FQ,0.9760074707985508,TRUE
EC00074,Indicator,I-LowR,1.57772679615465e-53,FALSE
EC00074,Indicator,I-MDR,2.4993286897793475e-5,FALSE
EC00074,Indicator,I-MDR+FQ,0.00529651209305063,FALSE
EC00074,Indicator,I-TriR,0.01867102382150061,FALSE
EC00075,3GCR,3G-FQ,1.224985844072426e-20,FALSE
EC00075,3GCR,3G-LowR,0.9871901190015666,TRUE
EC00075,3GCR,3G-MDR,0.01280772600413905,FALSE
EC00075,3GCR,3G-MDR+FQ,2.154994294332864e-6,FALSE
EC00076,3GCR,3G-FQ,0.19510892436747815,FALSE
EC00076,3GCR,3G-LowR,2.2581100316992295e-14,FALSE
EC00076,3GCR,3G-MDR,0.00130359812873891,FALSE
EC00076,3GCR,3G-MDR+FQ,0.8035874775037601,TRUE
EC00077,Indicator,I-FQ,0.00450907732499163,FALSE
EC00077,Indicator,I-LowR,0.00110357477875699,FALSE
EC00077,Indicator,I-MDR,0.03359856734585236,FALSE
EC00077,Indicator,I-MDR+FQ,0.00316871557788684,FALSE
EC00077,Indicator,I-TriR,0.9576200649725124,TRUE
EC00078,3GCR,3G-FQ,0.0068440261734736,FALSE
EC00078,3GCR,3G-LowR,1.451591958233737e-20,FALSE
EC00078,3GCR,3G-MDR,0.00104809788841205,FALSE
EC00078,3GCR,3G-MDR+FQ,0.9921078759381144,TRUE
EC00079,3GCR,3G-FQ,0.0068440261734736,FALSE
EC00079,3GCR,3G-LowR,1.451591958233737e-20,FALSE
EC00079,3GCR,3G-MDR,0.00104809788841205,FALSE
EC00079,3GCR,3G-MDR+FQ,0.9921078759381144,TRUE
EC00080,3GCR,3G-FQ,6.364335851727376e-10,FALSE
EC00080,3GCR,3G-LowR,1.3800941375634544e-11,FALSE
EC00080,3GCR,3G-MDR,0.7784824668185661,TRUE
EC00080,3GCR,3G-MDR+FQ,0.2215175325311991,FALSE
EC00081,3GCR,3G-FQ,1.443122729997003e-4,FALSE
EC00081,3GCR,3G-LowR,9.623498467970171e-24,FALSE
EC00081,3GCR,3G-MDR,2.368539598399082e-4,FALSE
EC00081,3GCR,3G-MDR+FQ,0.9996188337671604,TRUE
EC00082,Indicator,I-FQ,0.00410627363460862,FALSE
EC00082,Indicator,I-LowR,1.4380418485827632e-72,FALSE
EC00082,Indicator,I-MDR,0.00727566395257218,FALSE
EC00082,Indicator,I-MDR+FQ,0.9885366077082997,TRUE
EC00082,Indicator,I-TriR,8.145470451918062e-5,FALSE
EC00083,Indicator,I-FQ,7.656416393258889e-5,FALSE
EC00083,Indicator,I-LowR,6.433942167288016e-75,FALSE
EC00083,Indicator,I-MDR,0.0047281472342804,FALSE
EC00083,Indicator,I-MDR+FQ,0.995187716210844,TRUE
EC00083,Indicator,I-TriR,7.5723909430172045e-6,FALSE
EC00084,Indicator,I-FQ,0.9753112064970144,TRUE
EC00084,Indicator,I-LowR,3.68320593496096e-54,FALSE
EC00084,Indicator,I-MDR,7.175018235226847e-6,FALSE
EC00084,Indicator,I-MDR+FQ,0.00610540234770249,FALSE
EC00084,Indicator,I-TriR,0.01857621613704786,FALSE
EC00085,3GCR,3G-FQ,1.443122729997003e-4,FALSE
EC00085,3GCR,3G-LowR,9.623498467970171e-24,FALSE
EC00085,3GCR,3G-MDR,2.368539598399082e-4,FALSE
EC00085,3GCR,3G-MDR+FQ,0.9996188337671604,TRUE
EC00086,3GCR,3G-FQ,1.8416691907712376e-20,FALSE
EC00086,3GCR,3G-LowR,0.9894478614034784,TRUE
EC00086,3GCR,3G-MDR,0.01055143392396961,FALSE
EC00086,3GCR,3G-MDR+FQ,7.046725519681873e-7,FALSE
EC00087,Indicator,I-FQ,0,FALSE
EC00087,Indicator,I-LowR,0.9960472403517876,TRUE
EC00087,Indicator,I-MDR,8.636369485758122e-5,FALSE
EC00087,Indicator,I-MDR+FQ,0,FALSE
EC00087,Indicator,I-TriR,0.00386639595335505,FALSE
EC00088,Indicator,I-FQ,0,FALSE
EC00088,Indicator,I-LowR,3.0796817560778824e-19,FALSE
EC00088,Indicator,I-MDR,0.9997970884593456,TRUE
EC00088,Indicator,I-MDR+FQ,0,FALSE
EC00088,Indicator,I-TriR,2.029115406544249e-4,FALSE
EC00089,3GCR,3G-FQ,0.06773501095872823,FALSE
EC00089,3GCR,3G-LowR,2.7847473982480588e-19,FALSE
EC00089,3GCR,3G-MDR,0.00111869263599721,FALSE
EC00089,3GCR,3G-MDR+FQ,0.931146296405274,TRUE
EC00090,Indicator,I-FQ,0.02230025648677868,FALSE
EC00090,Indicator,I-LowR,0.02274552530951005,FALSE
EC00090,Indicator,I-MDR,0.00476762657692006,FALSE
EC00090,Indicator,I-MDR+FQ,2.902490734066857e-4,FALSE
EC00090,Indicator,I-TriR,0.9498963425533848,TRUE
EC00091,Indicator,I-FQ,7.432612227301813e-6,FALSE
EC00091,Indicator,I-LowR,5.348855242958064e-22,FALSE
EC00091,Indicator,I-MDR,0.9775844195389152,TRUE
EC00091,Indicator,I-MDR+FQ,0.02220251509461255,FALSE
EC00091,Indicator,I-TriR,2.056327542456244e-4,FALSE
EC00092,3GCR,3G-FQ,0.98726299983008,TRUE
EC00092,3GCR,3G-LowR,8.255105651865751e-4,FALSE
EC00092,3GCR,3G-MDR,3.148698875437978e-5,FALSE
EC00092,3GCR,3G-MDR+FQ,0.01188000261597847,FALSE
EC00093,3GCR,3G-FQ,3.508975453568944e-12,FALSE
EC00093,3GCR,3G-LowR,9.02199242083756e-20,FALSE
EC00093,3GCR,3G-MDR,0.5491429737900595,TRUE
EC00093,3GCR,3G-MDR+FQ,0.4508570262064316,FALSE
EC00094,3GCR,3G-FQ,0.9956405536936902,TRUE
EC00094,3GCR,3G-LowR,0.0017131567822756,FALSE
EC00094,3GCR,3G-MDR,1.653862544187506e-5,FALSE
EC00094,3GCR,3G-MDR+FQ,0.0026297508985926,FALSE
EC00095,3GCR,3G-FQ,0.9854595513649276,TRUE
EC00095,3GCR,3G-LowR,0.00254344162137758,FALSE
EC00095,3GCR,3G-MDR,2.9872855251566597e-5,FALSE
EC00095,3GCR,3G-MDR+FQ,0.01196713415844364,FALSE
EC00096,3GCR,3G-FQ,0.6310798598228803,TRUE
EC00096,3GCR,3G-LowR,4.0834084585300383e-4,FALSE
EC00096,3GCR,3G-MDR,3.405777689492243e-4,FALSE
EC00096,3GCR,3G-MDR+FQ,0.3681712215623176,FALSE
EC00097,3GCR,3G-FQ,4.338283714582682e-21,FALSE
EC00097,3GCR,3G-LowR,1.5677350752750448e-11,FALSE
EC00097,3GCR,3G-MDR,0.9997411562395148,TRUE
EC00097,3GCR,3G-MDR+FQ,2.5884374480740713e-4,FALSE
EC00098,3GCR,3G-FQ,7.770221251722767e-22,FALSE
EC00098,3GCR,3G-LowR,1.8167270794414753e-13,FALSE
EC00098,3GCR,3G-MDR,0.9995137435268762,TRUE
EC00098,3GCR,3G-MDR+FQ,4.8625647294252614e-4,FALSE
EC00099,3GCR,3G-FQ,3.1396051818950276e-5,FALSE
EC00099,3GCR,3G-LowR,3.140459449490293e-24,FALSE
EC00099,3GCR,3G-MDR,9.403586359346768e-5,FALSE
EC00099,3GCR,3G-MDR+FQ,0.999874568084588,TRUE
EC00100,3GCR,3G-FQ,3.070736805558292e-9,FALSE
EC00100,3GCR,3G-LowR,0.9899762655894594,TRUE
EC00100,3GCR,3G-MDR,0.00933831631743807,FALSE
